epoch,total_loss,pde_loss,ic_loss,bc_loss,data_loss,eta,lambda_f,k,C_f
6.705000000000000000e+03,4.502577781677246094e-01,6.300912238657474518e-03,6.924825138412415981e-04,1.497845165431499481e-03,2.312250202521681786e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.706000000000000000e+03,3.716498613357543945e-01,6.355511955916881561e-03,5.443976260721683502e-04,1.521067460998892784e-03,1.651033293455839157e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.707000000000000000e+03,3.122777938842773438e-01,6.026810966432094574e-03,5.045418511144816875e-04,9.056903654709458351e-04,1.712545752525329590e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.708000000000000000e+03,3.174045979976654053e-01,6.712982431054115295e-03,5.314640584401786327e-04,9.393682703375816345e-04,1.703213667497038841e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.709000000000000000e+03,3.618510663509368896e-01,6.253567989915609360e-03,5.514060612767934799e-04,1.482805935665965080e-03,1.584298675879836082e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.710000000000000000e+03,4.188676774501800537e-01,5.843000486493110657e-03,6.784398574382066727e-04,1.345833181403577328e-03,2.164403675124049187e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.711000000000000000e+03,4.891662597656250000e-01,5.827988032251596451e-03,7.952777086757123470e-04,2.283809240907430649e-03,1.812575850635766983e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.712000000000000000e+03,4.948331415653228760e-01,6.395968608558177948e-03,9.208620758727192879e-04,1.520231831818819046e-03,2.507237484678626060e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.713000000000000000e+03,4.485478997230529785e-01,6.128170527517795563e-03,7.804716005921363831e-04,2.005656249821186066e-03,1.699351007118821144e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.714000000000000000e+03,3.968018889427185059e-01,6.751137785613536835e-03,6.599514745175838470e-04,1.201937557198107243e-03,2.106129657477140427e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.715000000000000000e+03,3.464565277099609375e-01,6.298166234046220779e-03,5.124140880070626736e-04,1.364928670227527618e-03,1.587222446687519550e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.716000000000000000e+03,3.093078732490539551e-01,6.616592407226562500e-03,4.986261483281850815e-04,9.203670197166502476e-04,1.674085506238043308e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.717000000000000000e+03,3.042949438095092773e-01,6.259525194764137268e-03,5.122837028466165066e-04,8.844920084811747074e-04,1.646173652261495590e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.718000000000000000e+03,3.347222805023193359e-01,6.006279494613409042e-03,5.409251898527145386e-04,1.264607999473810196e-03,1.541689853183925152e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.719000000000000000e+03,3.689947128295898438e-01,6.241220515221357346e-03,6.172023131512105465e-04,1.112081808969378471e-03,1.960663124918937683e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.720000000000000000e+03,3.965859413146972656e-01,6.397833582013845444e-03,5.463655688799917698e-04,1.781231025233864784e-03,1.638262649066746235e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.721000000000000000e+03,3.947314918041229248e-01,6.196498870849609375e-03,6.515047280117869377e-04,1.177309313789010048e-03,2.118500880897045135e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.722000000000000000e+03,3.735060095787048340e-01,6.670248694717884064e-03,6.141458288766443729e-04,1.529964036308228970e-03,1.590950065292418003e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.723000000000000000e+03,3.437810540199279785e-01,7.001467980444431305e-03,5.785611574538052082e-04,1.025874749757349491e-03,1.833374495618045330e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.724000000000000000e+03,3.083485364913940430e-01,6.484780926257371902e-03,5.079395486973226070e-04,1.009060302749276161e-03,1.566485501825809479e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.725000000000000000e+03,3.112879395484924316e-01,6.051399745047092438e-03,4.623230779543519020e-04,1.082603703252971172e-03,1.567952451296150684e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.726000000000000000e+03,3.187423944473266602e-01,5.363448057323694229e-03,5.177379935048520565e-04,9.111121762543916702e-04,1.758573693223297596e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.727000000000000000e+03,3.732385039329528809e-01,6.314333062618970871e-03,4.820738395210355520e-04,1.625863136723637581e-03,1.624448108486831188e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.728000000000000000e+03,4.002170562744140625e-01,6.810233928263187408e-03,6.568292737938463688e-04,1.169123221188783646e-03,2.176217967644333839e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.729000000000000000e+03,3.756211400032043457e-01,6.088774185627698898e-03,5.819326033815741539e-04,1.580415759235620499e-03,1.593862893059849739e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.730000000000000000e+03,3.347870707511901855e-01,6.465999875217676163e-03,5.303308716975152493e-04,1.014122623018920422e-03,1.803417340852320194e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.731000000000000000e+03,3.167133331298828125e-01,6.297728978097438812e-03,4.939086502417922020e-04,1.103181042708456516e-03,1.570043503306806087e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.732000000000000000e+03,2.949162423610687256e-01,7.459073327481746674e-03,4.609553143382072449e-04,8.622540044598281384e-04,1.625953125767409801e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.733000000000000000e+03,3.061481416225433350e-01,6.272829137742519379e-03,4.838644526898860931e-04,9.838022524490952492e-04,1.593814813531935215e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.734000000000000000e+03,3.103663921356201172e-01,6.352274212986230850e-03,5.136905820108950138e-04,1.029861858114600182e-03,1.560111413709819317e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.735000000000000000e+03,3.100715279579162598e-01,6.711615715175867081e-03,4.976386553607881069e-04,8.880582172423601151e-04,1.715018530376255512e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.736000000000000000e+03,3.075184524059295654e-01,5.972610786557197571e-03,4.693485388997942209e-04,1.043744850903749466e-03,1.562091172672808170e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.737000000000000000e+03,3.184764087200164795e-01,7.232896052300930023e-03,4.754433175548911095e-04,1.007587066851556301e-03,1.701733795925974846e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.738000000000000000e+03,3.065845370292663574e-01,6.014632992446422577e-03,4.763945180457085371e-04,1.022811047732830048e-03,1.566639868542551994e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.739000000000000000e+03,3.076053261756896973e-01,6.860017776489257812e-03,5.175780388526618481e-04,9.277452481910586357e-04,1.630729995667934418e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.740000000000000000e+03,2.990487217903137207e-01,6.521146744489669800e-03,4.836613952647894621e-04,8.847743738442659378e-04,1.622051466256380081e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.741000000000000000e+03,3.057477474212646484e-01,6.149306893348693848e-03,4.302585148252546787e-04,1.044636243022978306e-03,1.582582714036107063e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.742000000000000000e+03,3.080206513404846191e-01,6.677032914012670517e-03,4.616056103259325027e-04,9.878263808786869049e-04,1.630774466320872307e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.743000000000000000e+03,3.053632974624633789e-01,6.160328630357980728e-03,5.073014181107282639e-04,9.540658211335539818e-04,1.592265791259706020e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.744000000000000000e+03,2.997500300407409668e-01,6.047360599040985107e-03,4.541902744676917791e-04,9.602857753634452820e-04,1.583024393767118454e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.745000000000000000e+03,3.090510070323944092e-01,6.748932413756847382e-03,5.162513116374611855e-04,9.888152126222848892e-04,1.585443620570003986e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.746000000000000000e+03,3.078845143318176270e-01,5.985152907669544220e-03,5.008215084671974182e-04,9.657750488258898258e-04,1.612248364835977554e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.747000000000000000e+03,3.204514086246490479e-01,6.417441647499799728e-03,5.134594393894076347e-04,1.101738540455698967e-03,1.589316176250576973e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.748000000000000000e+03,3.027274012565612793e-01,6.287282332777976990e-03,4.706302424892783165e-04,8.840438676998019218e-04,1.672599697485566139e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.749000000000000000e+03,3.012067675590515137e-01,6.415903568267822266e-03,4.856886516790837049e-04,9.556543081998825073e-04,1.570724765770137310e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.750000000000000000e+03,3.080144822597503662e-01,6.861417088657617569e-03,5.401629023253917694e-04,8.461261168122291565e-04,1.693855854682624340e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.751000000000000000e+03,3.277896940708160400e-01,6.562286987900733948e-03,4.985491395927965641e-04,1.229240559041500092e-03,1.550107146613299847e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.752000000000000000e+03,3.238625228404998779e-01,6.151755806058645248e-03,5.734210717491805553e-04,8.879519300535321236e-04,1.777252182364463806e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.753000000000000000e+03,3.516396880149841309e-01,6.408279761672019958e-03,5.181804299354553223e-04,1.427495968528091908e-03,1.570720691233873367e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.754000000000000000e+03,3.555282056331634521e-01,6.799572613090276718e-03,6.687323329970240593e-04,1.041267882101237774e-03,1.845281803980469704e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.755000000000000000e+03,3.617152571678161621e-01,5.624978337436914444e-03,6.391737842932343483e-04,1.420411514118313789e-03,1.557567389681935310e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.756000000000000000e+03,3.608268797397613525e-01,5.886958446353673935e-03,5.361836520023643970e-04,1.129555283114314079e-03,1.942529925145208836e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.757000000000000000e+03,3.489005863666534424e-01,6.149230524897575378e-03,5.535577656701207161e-04,1.348750898614525795e-03,1.586697297170758247e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.758000000000000000e+03,3.182369470596313477e-01,5.856440868228673935e-03,5.124412709847092628e-04,8.986960165202617645e-04,1.771232346072793007e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.759000000000000000e+03,3.131856918334960938e-01,6.254002917557954788e-03,4.780590534210205078e-04,1.094862935133278370e-03,1.558934920467436314e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.760000000000000000e+03,3.178402185440063477e-01,6.015226710587739944e-03,5.330640124157071114e-04,1.029092352837324142e-03,1.616245834156870842e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.761000000000000000e+03,3.066500425338745117e-01,6.449860986322164536e-03,5.012912442907691002e-04,8.849861333146691322e-04,1.680222922004759312e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.762000000000000000e+03,3.222826123237609863e-01,6.327535957098007202e-03,4.868031537625938654e-04,1.187714980915188789e-03,1.548307947814464569e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.763000000000000000e+03,3.236966133117675781e-01,6.264582742005586624e-03,5.024265265092253685e-04,9.778692619875073433e-04,1.756670302711427212e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.764000000000000000e+03,3.206550776958465576e-01,6.616441532969474792e-03,4.736531991511583328e-04,1.160107669420540333e-03,1.572789857164025307e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.765000000000000000e+03,3.181753754615783691e-01,6.367634981870651245e-03,5.673278355970978737e-04,9.160140762105584145e-04,1.698411884717643261e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.766000000000000000e+03,3.175747692584991455e-01,5.827793851494789124e-03,5.480058025568723679e-04,1.089787459932267666e-03,1.537954318337142467e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.767000000000000000e+03,3.087550997734069824e-01,6.319860927760601044e-03,4.860101325903087854e-04,9.024549508467316628e-04,1.699086162261664867e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.768000000000000000e+03,3.205763697624206543e-01,6.326732691377401352e-03,4.580481036100536585e-04,1.166192116215825081e-03,1.581523334607481956e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.769000000000000000e+03,3.277718424797058105e-01,6.273072678595781326e-03,5.745246307924389839e-04,9.687705896794795990e-04,1.734422985464334488e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.770000000000000000e+03,3.183913230895996094e-01,6.703051272779703140e-03,5.051427287980914116e-04,1.130620250478386879e-03,1.548150205053389072e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.771000000000000000e+03,3.262892365455627441e-01,6.286405958235263824e-03,5.409573786891996861e-04,9.578798199072480202e-04,1.764055108651518822e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.772000000000000000e+03,3.344673216342926025e-01,6.331070791929960251e-03,5.012355395592749119e-04,1.265618368051946163e-03,1.577819231897592545e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.773000000000000000e+03,3.531692028045654297e-01,6.677156314253807068e-03,5.713390419259667397e-04,1.025049365125596523e-03,1.935303444042801857e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.774000000000000000e+03,3.823287785053253174e-01,6.000598426908254623e-03,5.945991142652928829e-04,1.607691403478384018e-03,1.620997325517237186e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.775000000000000000e+03,4.095579385757446289e-01,6.173481233417987823e-03,7.221815176308155060e-04,1.250958302989602089e-03,2.122439676895737648e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.776000000000000000e+03,4.422652125358581543e-01,6.442191079258918762e-03,6.051673553884029388e-04,2.058913931250572205e-03,1.758570550009608269e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.777000000000000000e+03,4.361836612224578857e-01,6.303330883383750916e-03,6.905325572006404400e-04,1.450092648155987263e-03,2.221211558207869530e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.778000000000000000e+03,3.858374953269958496e-01,6.224625743925571442e-03,6.003847229294478893e-04,1.650132122449576855e-03,1.607858226634562016e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.779000000000000000e+03,3.409404456615447998e-01,6.258532870560884476e-03,5.656695575453341007e-04,9.990852558985352516e-04,1.844649668782949448e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.780000000000000000e+03,3.081429600715637207e-01,6.230016238987445831e-03,4.866094968747347593e-04,1.040540519170463085e-03,1.554279704578220844e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.781000000000000000e+03,2.992857098579406738e-01,6.479103583842515945e-03,4.738220595754683018e-04,9.612307185307145119e-04,1.557804178446531296e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.782000000000000000e+03,3.344336152076721191e-01,6.319041363894939423e-03,6.005550967529416084e-04,9.599335025995969772e-04,1.783847343176603317e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.783000000000000000e+03,3.704378306865692139e-01,6.128896493464708328e-03,5.134729435667395592e-04,1.557276584208011627e-03,1.633628853596746922e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.784000000000000000e+03,4.021458625793457031e-01,6.740200798958539963e-03,6.630739662796258926e-04,1.266035484150052071e-03,2.092349110171198845e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.785000000000000000e+03,3.959273695945739746e-01,6.436914671212434769e-03,5.424027913250029087e-04,1.751007512211799622e-03,1.665863324888050556e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.786000000000000000e+03,3.779598176479339600e-01,6.655843928456306458e-03,6.778524257242679596e-04,1.103692571632564068e-03,1.998053165152668953e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.787000000000000000e+03,3.687120676040649414e-01,6.642015650868415833e-03,5.649998201988637447e-04,1.538741053082048893e-03,1.583379926159977913e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.788000000000000000e+03,3.472533226013183594e-01,6.382484454661607742e-03,5.084775621071457863e-04,1.043454394675791264e-03,1.920601469464600086e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.789000000000000000e+03,3.343319892883300781e-01,6.786245852708816528e-03,5.580633296631276608e-04,1.239046920090913773e-03,1.546209678053855896e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.790000000000000000e+03,3.171016573905944824e-01,5.695364437997341156e-03,5.486399750225245953e-04,9.061915334314107895e-04,1.716185011900961399e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.791000000000000000e+03,3.010699152946472168e-01,6.692202761769294739e-03,4.374642157927155495e-04,9.975354187190532684e-04,1.575699425302445889e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.792000000000000000e+03,3.049613237380981445e-01,6.435043178498744965e-03,4.614370700437575579e-04,1.004635938443243504e-03,1.583540113642811775e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.793000000000000000e+03,3.132862448692321777e-01,6.446465849876403809e-03,5.142684676684439182e-04,9.536356665194034576e-04,1.664958079345524311e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.794000000000000000e+03,3.314637541770935059e-01,6.455487571656703949e-03,5.117784021422266960e-04,1.228704699315130711e-03,1.574154361151158810e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.795000000000000000e+03,3.333393931388854980e-01,5.983741953969001770e-03,5.604071775451302528e-04,9.426863398402929306e-04,1.830300199799239635e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.796000000000000000e+03,3.335869312286376953e-01,6.433304864913225174e-03,5.563605809584259987e-04,1.226573367603123188e-03,1.552935456857085228e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.797000000000000000e+03,3.299247026443481445e-01,6.888350937515497208e-03,5.151827353984117508e-04,9.936717106029391289e-04,1.790392561815679073e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.798000000000000000e+03,3.064928054809570312e-01,6.295382045209407806e-03,4.615066573023796082e-04,1.041718758642673492e-03,1.561702461913228035e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.799000000000000000e+03,3.023255467414855957e-01,6.582275032997131348e-03,5.201628664508461952e-04,8.740110788494348526e-04,1.629081321880221367e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.800000000000000000e+03,3.113391399383544922e-01,6.853796076029539108e-03,5.014541093260049820e-04,1.040705014020204544e-03,1.571232336573302746e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.801000000000000000e+03,3.089177608489990234e-01,6.148878950625658035e-03,4.807382065337151289e-04,1.053088461048901081e-03,1.555351191200315952e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.802000000000000000e+03,3.256744146347045898e-01,6.162155419588088989e-03,5.878208321519196033e-04,9.043040918186306953e-04,1.764619257301092148e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.803000000000000000e+03,3.310842812061309814e-01,6.223972421139478683e-03,4.949365393258631229e-04,1.274957787245512009e-03,1.540948520414531231e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.804000000000000000e+03,3.248079419136047363e-01,6.506443023681640625e-03,5.471312324516475201e-04,9.328662417829036713e-04,1.768081914633512497e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.805000000000000000e+03,3.282610177993774414e-01,6.398545112460851669e-03,5.165375187061727047e-04,1.204328611493110657e-03,1.561744138598442078e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.806000000000000000e+03,3.276171684265136719e-01,6.056442391127347946e-03,5.893490742892026901e-04,9.214940364472568035e-04,1.765328459441661835e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.807000000000000000e+03,3.252292871475219727e-01,6.296068429946899414e-03,4.885682719759643078e-04,1.209709793329238892e-03,1.554014859721064568e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.808000000000000000e+03,3.279806673526763916e-01,6.560513749718666077e-03,5.437472136691212654e-04,9.543181513436138630e-04,1.781741390004754066e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.809000000000000000e+03,3.307456374168395996e-01,6.845951545983552933e-03,5.048903403803706169e-04,1.253766822628676891e-03,1.548798987641930580e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.810000000000000000e+03,3.254178166389465332e-01,6.551883183419704437e-03,5.391096347011625767e-04,9.363880963064730167e-04,1.778680481947958469e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.811000000000000000e+03,3.385034203529357910e-01,6.381474900990724564e-03,5.160106229595839977e-04,1.301710028201341629e-03,1.567313680425286293e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.812000000000000000e+03,3.390647470951080322e-01,6.393118295818567276e-03,5.573919042944908142e-04,1.014468958601355553e-03,1.818786491639912128e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.813000000000000000e+03,3.281874060630798340e-01,6.383669096976518631e-03,5.158658605068922043e-04,1.228049513883888721e-03,1.537958858534693718e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.814000000000000000e+03,3.084494471549987793e-01,6.697616074234247208e-03,4.895420279353857040e-04,9.355610236525535583e-04,1.659391331486403942e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.815000000000000000e+03,3.027445673942565918e-01,6.016215775161981583e-03,5.091946222819387913e-04,9.045795304700732231e-04,1.613671425729990005e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.816000000000000000e+03,3.075081110000610352e-01,6.890113465487957001e-03,4.822956689167767763e-04,1.040666713379323483e-03,1.552118570543825626e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.817000000000000000e+03,3.301614224910736084e-01,6.703727412968873978e-03,5.076160887256264687e-04,1.049818005412817001e-03,1.744179986417293549e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.818000000000000000e+03,3.271622657775878906e-01,6.275345105677843094e-03,4.602160188369452953e-04,1.251211622729897499e-03,1.560194999910891056e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.819000000000000000e+03,3.407525122165679932e-01,6.070766597986221313e-03,6.274182233028113842e-04,9.226070251315832138e-04,1.857499824836850166e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
6.820000000000000000e+03,3.410276770591735840e-01,6.370996590703725815e-03,5.400652298703789711e-04,1.305316109210252762e-03,1.564895617775619030e-03,3.003708422183990479e-01,3.133543133735656738e-01,1.004639863967895508e-01,2.015919446945190430e+00
