epoch,total,pde,ic,bc,data,eta,lamda_f,k,cf
33000,0.010378686711192131,5.649803370033624e-06,0.00039400681271217763,0.000426802143920213,3.9080739952623844e-05,0.40350139141082764,0.17572802305221558,0.1002892404794693,1.6178131103515625
34000,0.004465206526219845,2.739069259405369e-06,0.00040633423486724496,0.000315798883093521,1.0040039342129603e-05,0.4031994938850403,0.17542487382888794,0.10026393085718155,1.614668846130371
35000,0.03590578958392143,4.793172593053896e-06,0.0004491291183512658,0.0014171343063935637,0.0002924635191448033,0.40289828181266785,0.17508476972579956,0.10023608058691025,1.6114509105682373
36000,0.009082546457648277,3.4709669307630975e-06,0.00035530427703633904,0.000448516511823982,4.8077592509798706e-05,0.4025614857673645,0.1747875213623047,0.10020599514245987,1.6081995964050293
37000,0.011218743398785591,8.842994247970637e-06,0.0003687425923999399,0.0003768614842556417,1.6301448340527713e-05,0.4022306203842163,0.17447921633720398,0.10017071664333344,1.604945182800293
38000,0.03298933431506157,6.925063644303009e-06,0.0003332813212182373,0.0009766995208337903,0.0002475428918842226,0.4019179046154022,0.1741669774055481,0.10014653205871582,1.6017816066741943
39000,0.004155023023486137,2.6224447537970264e-06,0.00035027117701247334,0.00030277669429779053,8.79530307429377e-06,0.4015990197658539,0.17385780811309814,0.10012823343276978,1.5986249446868896
40000,0.14646565914154053,1.4139704944682308e-05,0.0008363087545149028,0.0031932624988257885,0.001282963901758194,0.4013253152370453,0.17359545826911926,0.10011798143386841,1.595795750617981
41000,0.22640183568000793,6.283850325417006e-06,0.0006016608676873147,0.010624678805470467,0.00208891648799181,0.40100663900375366,0.1732805222272873,0.10009765625,1.592604160308838
42000,0.15186691284179688,7.513147011195542e-06,0.0003619105846155435,0.004455749876797199,0.0013953610323369503,0.4007205367088318,0.17302696406841278,0.10008742660284042,1.5897653102874756
43000,0.03435979038476944,6.2780422922514845e-06,0.0004518279747571796,0.0011327189859002829,0.00026497201179154217,0.400418758392334,0.17274326086044312,0.10007907450199127,1.5867326259613037
44000,0.0034725558944046497,2.1212556475802558e-06,0.00028904766077175736,0.00022026908118277788,8.419834557571448e-06,0.40013155341148376,0.17249354720115662,0.10006659477949142,1.583942174911499
45000,0.008794053457677364,4.365496806713054e-06,0.0003971679543610662,0.0002739373012445867,3.7574514863081276e-05,0.3998594284057617,0.17223604023456573,0.10005722939968109,1.581165075302124
46000,0.0041115619242191315,2.9926204661023803e-06,0.0003650183789432049,0.00021744993864558637,5.364734533941373e-06,0.39952385425567627,0.17193546891212463,0.10003828257322311,1.5780001878738403
47000,0.057385124266147614,3.7452909964486025e-06,0.00027925503673031926,0.001814170042052865,0.0005154640530236065,0.39923983812332153,0.17166686058044434,0.10003208369016647,1.575190782546997
48000,0.29470404982566833,1.35127247631317e-05,0.0013585110427811742,0.010665020905435085,0.0026916777715086937,0.3989500403404236,0.17141032218933105,0.10002145916223526,1.5724666118621826
49000,0.0150827094912529,8.954225449997466e-06,0.0002744685916695744,0.0004293062665965408,5.4247098887572065e-05,0.39865610003471375,0.17115812003612518,0.10001515597105026,1.5696673393249512
50000,0.007078548893332481,5.505364697455661e-06,0.00023494525521527976,0.0002498079265933484,1.0884308721870184e-05,0.3983432650566101,0.170875683426857,0.10000032186508179,1.5667060613632202
